title,type,genres1,genres2,genres3,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries1
Cautious Hero: The Hero Is Overpowered but Overly Cautious,tv,Action, Adventure, Animation,2019,tt10974198,7.3,3949,ID
Brave New World,tv,Drama, Sci-Fi, Thriller,2020,tt9814116,7,17549,AL
Archibald's Next Big Thing,tv,Adventure, Animation, Comedy,2019,tt9165404,7.5,349,AE
Squid Game,tv,Action, Drama, Mystery,2021,tt10919420,8,575178,AD
The Serpent,tv,Crime, Drama, Thriller,2021,tt7985576,7.6,51209,AD
Jupiter's Legacy,tv,Action, Adventure, Drama,2021,tt5774002,6.7,41537,AD
My Country: The New Age,tv,Action, Drama, History,2019,tt10850888,8.1,2758,AD
The Tale of Nokdu,tv,Action, Comedy, History,2019,tt10808968,7.7,2135,AE
Lucas the Spider,tv,Animation, Family, Short,2017,tt9054228,8,275,AG
Pet,tv,Action, Animation, Crime,2020,tt10496580,6.2,304,KR
Extraordinary You,tv,Comedy, Fantasy, Romance,2019,tt10826102,7.8,5853,JP
Age of Samurai: Battle for Japan,tv,Action, Adventure, Documentary,2021,tt10551256,7.4,5370,AD
The Defeated,tv,Drama, History, Thriller,2020,tt8879894,7.1,8285,AE
Barbarians,tv,Action, Adventure, Drama,2020,tt9184986,7.2,31110,AD
Tribes of Europa,tv,Action, Adventure, Drama,2021,tt9184982,6.7,14201,AD
Into the Night,tv,Drama, Sci-Fi, Thriller,2020,tt10919486,7,36940,AD
October Faction,tv,Adventure, Drama, Fantasy,2020,tt8826128,6.2,12786,AD
The King: Eternal Monarch,tv,Fantasy, Mystery, Romance,2020,tt11228748,8.1,17134,AE
Criminal: Spain,tv,Crime, Drama, Mystery,2019,tt10986050,6.9,4847,AD
Criminal: Germany,tv,Crime, Drama, Mystery,2019,tt10986056,7.6,6031,AD
Criminal: France,tv,Crime, Drama, Mystery,2019,tt10986052,7.2,4752,AD
Levius,tv,Action, Animation, Sci-Fi,2019,tt10619444,7,689,AD
The Island,tv,Drama, Sci-Fi, Thriller,2020,tt10384106,6.8,2651,AT
Seis Manos,tv,Action, Adventure, Animation,2019,tt10106108,7.1,1999,AE
Oktoberfest: Beer & Blood,tv,Drama, History, Thriller,2020,tt10244612,6.8,2804,AD
Ripley,tv,Crime, Drama, Thriller,2024,tt11016042,8.1,52341,AD
Dragons: Rescue Riders,tv,Action, Adventure, Animation,2019,tt10687134,5.9,434,AE
"Beautiful Love, Wonderful Life",tv,Comedy, Drama, Romance,2019,tt11133556,7.6,99,JP
Lego City Adventures,tv,Action, Adventure, Animation,2019,tt10332322,6.7,313,AD
The Good Bandit,tv,Comedy, Crime, Drama,2019,tt9328616,6.6,130,AG
El Dragón: Return of a Warrior,tv,Action, Adventure, Drama,2019,tt9281190,6.8,2258,AE
God Troubles Me,tv,Animation, Comedy, Fantasy,2019,tt15393416,7,137,AG
Obliterated,tv,Action, Comedy, Drama,2023,tt11097240,6.8,21013,AD
Human Resources,tv,Animation, Comedy, Romance,2022,tt11092142,7.1,10969,AD
Nowhere Man,tv,Action, Crime, Drama,2019,tt10895588,5.7,451,AD
Dorohedoro,tv,Action, Animation, Comedy,2020,tt11147852,8.1,12334,AE
Japan Sinks: 2020,tv,Adventure, Animation, Drama,2020,tt12031040,6.4,3572,AE
The Lies Within,tv,Drama, Mystery, Thriller,2019,tt10919902,7.1,603,AD
Legend Quest: Masters of Myth,tv,Action, Animation, Comedy,2019,tt10228032,7.2,182,AD
Love Me,tv,Comedy, Drama, Romance,2019,tt9325320,7.8,3860,DK
Kargo,tv,Action, Crime, Drama,2019,tt11045502,6,11,PH
Prank Encounters,tv,Comedy, Horror, Reality-TV,2019,tt10487072,5.3,3160,AD
Arcane,tv,Action, Adventure, Animation,2021,tt11126994,9,293981,AD
The Unlisted,tv,Crime, Family, Sci-Fi,2019,tt9184592,6.6,1456,AD
VIP,tv,Drama, Mystery, Romance,2019,tt11018750,7.4,543,AE
Giri/Haji,tv,Crime, Drama, Mystery,2019,tt8001106,7.8,17419,AD
Mushoku Tensei: Jobless Reincarnation,tv,Action, Adventure, Animation,2021,tt13293588,8.3,24403,FJ
Irmandade,tv,Crime, Drama, Thriller,2019,tt8905964,7.5,1865,AD
Cagaster of an Insect Cage,tv,Action, Animation, Drama,2020,tt9288892,6,805,AD
Crash Landing on You,tv,Adventure, Comedy, Drama,2019,tt10850932,8.7,45749,AD
Mortel,tv,Drama, Fantasy, Horror,2019,tt8403570,6.5,1811,AD
The Devil Next Door,tv,Crime, Documentary, History,2019,tt11165002,7.5,15429,AD
Scams,tv,Action, Crime, Drama,2019,tt10448486,6.3,464,AD
My Next Life as a Villainess: All Routes Lead to Doom!,tv,Animation, Comedy, Drama,2020,tt11821792,7.2,1529,JP
Trese,tv,Action, Adventure, Animation,2021,tt9310336,7,5087,AD
Spriggan,tv,Action, Adventure, Animation,2022,tt10011306,6.8,1690,AE
The Stranded,tv,Adventure, Drama, Mystery,2019,tt9310400,6.2,1521,AD
The Oath of Love,tv,Drama, Family, Music,2022,tt11279454,7.7,1350,KR
Hello Ninja,tv,Action, Adventure, Animation,2019,tt10687170,5.8,162,AD
A Little Thing Called First Love,tv,Comedy, Drama, Romance,2019,tt11152058,7.6,634,AE
Nobody's Looking,tv,Comedy, Drama, Fantasy,2019,tt11131980,7.7,2562,AD
To the Lake,tv,Drama, Sci-Fi, Thriller,2019,tt9151230,7.2,15680,AD
Dare Me,tv,Crime, Mystery, Thriller,2019,tt2983222,6.7,6604,AD
Once Upon A Time in Lingjian Mountain,tv,Action, Adventure, Comedy,2019,tt11261994,7.1,446,AG
Maradona in Mexico,tv,Comedy, Documentary, Drama,2019,tt11168104,7.2,1238,AD
Deadwater Fell,tv,Crime, Drama, Mystery,2020,tt9704568,6.5,10137,BM
Falling Into Your Smile,tv,Comedy, Drama, Romance,2021,tt11290960,8.1,4240,AG
Carinha de Anjo,tv,Comedy, Drama, Family,2016,tt6267820,5.6,145,BR
Dino Girl Gauko,tv,Animation, Comedy, Family,2019,tt10380814,6.8,112,AE
Fast & Furious Spy Racers,tv,Action, Adventure, Animation,2019,tt8322592,5.9,1811,AD
Kipo and the Age of Wonderbeasts,tv,Action, Adventure, Animation,2020,tt10482560,8.3,7637,AE
Home for Christmas,tv,Comedy, Drama, Romance,2019,tt10069398,7.7,17104,AD
Who Killed Little Gregory?,tv,Crime, Documentary, Mystery,2019,tt11269714,7.4,3370,AD
Capitani,tv,Crime, Drama, Mystery,2019,tt10483610,6.6,6591,AD
Love on the Spectrum,tv,Documentary, Reality-TV, Romance,2019,tt11904786,8.6,7810,AD
Nate Is Late,tv,Adventure, Animation, Comedy,2018,tt8610392,7.5,111,FR
As Aventuras de Poliana,tv,Adventure, Family, Romance,2018,tt8430062,6.7,140,BR
Triad Princess,tv,Action, Adventure, Comedy,2019,tt9314996,6.6,1000,AD
Hospital Playlist,tv,Comedy, Drama, Romance,2020,tt11769304,8.7,8248,AE
Love and Redemption,tv,Action, Drama, Fantasy,2020,tt11384656,8.1,1204,KR
Don't F**k with Cats: Hunting an Internet Killer,tv,Crime, Documentary, Mystery,2019,tt11318602,8,64440,AD
My Holo Love,tv,Drama, Romance, Sci-Fi,2020,tt11058644,7.6,3891,AD
Was It Love,tv,Comedy, Drama, Romance,2020,tt12525622,7.1,1206,AD
Around the World in 80 Days,tv,Adventure, Comedy, History,2021,tt9174578,7.2,12539,CM
Luna Nera,tv,Drama, Fantasy, Thriller,2020,tt8403622,5.9,3565,AD
The Gift,tv,Drama, Fantasy, Mystery,2019,tt10075318,7,24743,AD
"Bofuri: I Don't Want to Get Hurt, So I'll Max Out My Defense",tv,Action, Adventure, Animation,2020,tt11428630,7.4,2620,HK
It's Okay to Not Be Okay,tv,Comedy, Drama, Romance,2020,tt12451520,8.6,37605,AD
Resident Alien,tv,Comedy, Drama, Mystery,2021,tt8690918,8.1,67620,AL
The Stranger,tv,Crime, Drama, Mystery,2020,tt9698480,7.2,63788,AD
Sweet Home,tv,Drama, Fantasy, Horror,2020,tt11612120,7.2,35459,AD
The Adventures of Paddington,tv,Adventure, Animation, Comedy,2019,tt7772600,8.3,672,BM
Masters of the Universe: Revelation,tv,Action, Adventure, Animation,2021,tt10826054,5.6,28790,AD
He-Man and the Masters of the Universe,tv,Action, Adventure, Animation,2021,tt11465278,5.9,2303,AD
Queen Sono,tv,Action, Crime, Drama,2020,tt9426290,6.1,1403,AD
Lupin,tv,Action, Crime, Drama,2021,tt2531336,7.5,144236,AD
My Grandparents' War,tv,Biography, Documentary, History,2019,tt10608354,8,232,BM
The Midnight Gospel,tv,Adventure, Animation, Comedy,2020,tt11639414,8.2,26698,AD
Ming Dynasty,tv,Action, Biography, Drama,2019,tt9638680,7.4,177,KR
The Silent Sea,tv,Adventure, Drama, Mystery,2021,tt11570202,6.9,26160,AD
Dragon Quest: The Adventure of Dai,tv,Action, Adventure, Animation,2020,tt11858104,7.9,1334,AR
Witch Hunt,tv,Crime, Drama, Thriller,2020,tt10846312,7.4,1875,IS
The Disastrous Life of Saiki K.: Reawakened,tv,Animation, Comedy, Fantasy,2019,tt11163352,7.8,2457,AE
Killer Inside: The Mind of Aaron Hernandez,tv,Crime, Documentary, Sport,2020,tt11475228,7.3,19634,AD
"Nisman. The Prosecutor, the President and the Spy",tv,Crime, Documentary, History,2019,tt10291112,7.5,658,AG
Behind Her Eyes,tv,Drama, Mystery, Thriller,2021,tt9698442,7.2,80597,AD
Selena: The Series,tv,Biography, Drama, Music,2020,tt9421868,7,5077,AD
"Hi Bye, Mama!",tv,Comedy, Drama, Fantasy,2020,tt11804034,7.9,2370,AE
Go! Go! Cory Carson,tv,Adventure, Animation, Comedy,2020,tt8115702,7.8,379,AD
Alice,tv,Drama, Fantasy, Mystery,2020,tt12873628,7.1,1448,JP
Under the Power,tv,Action, Comedy, Drama,2019,tt11482096,7.5,402,TW
Twilight of the Gods,tv,Action, Adventure, Animation,2024,tt10625492,7.3,6417,AD
Midnight Mass,tv,Drama, Fantasy, Horror,2021,tt10574558,7.7,152393,AD
The Valhalla Murders,tv,Crime, Drama, Mystery,2019,tt9100822,7.1,17216,BE
The Healing Powers of Dude,tv,Action, Adventure, Comedy,2020,tt10540562,6.6,1196,AD
To Your Eternity,tv,Adventure, Animation, Drama,2021,tt12063450,8.3,10295,HK
Self Made: Inspired by the Life of Madam C.J. Walker,tv,Biography, Drama, History,2020,tt8771910,7.3,14005,AD
Stolen Away,tv,Crime, Drama, Mystery,2020,tt10064124,7.1,2860,AD
The Misfit of Demon King Academy,tv,Adventure, Animation, Comedy,2020,tt12432936,7.1,5701,ID
Inside Job,tv,Adventure, Animation, Comedy,2021,tt10231312,7.7,32628,AD
Rugal,tv,Action, Crime, Sci-Fi,2020,tt11769798,6.3,1385,AE
Sleepy Princess in the Demon Castle,tv,Animation, Comedy, Fantasy,2020,tt12402550,7.5,818,KR
The Accidental Narco,tv,Action, Biography, Crime,2022,tt14518692,7.3,5354,AD
Digimon Adventure: 2020,tv,Action, Adventure, Animation,2020,tt11645760,6.7,821,KR
Handsome Siblings,tv,Action, Adventure, Comedy,2020,tt11541444,7.8,847,AG
The Daily Life of the Immortal King,tv,Action, Adventure, Animation,2020,tt11755260,7.1,2931,HK
The Irregulars,tv,Crime, Drama, Fantasy,2021,tt10893694,6.1,17577,AD
Escalona,tv,Adventure, Drama, Musical,1992,tt0238780,7.9,119,AD
Glitch Techs,tv,Action, Adventure, Animation,2020,tt7697062,7.7,1925,AD
Omniscient,tv,Drama, Sci-Fi, Thriller,2020,tt11542920,6.5,2615,AD
Millennials,tv,Comedy, Drama, Romance,2018,tt10120734,4.3,192,AG
Who Killed Malcolm X?,tv,Biography, Crime, Documentary,2019,tt10948316,7.5,2423,AD
Descendants of the Sun,tv,Action, Adventure, Crime,2020,tt11747882,6,73,PH
Backstreet Rookie,tv,Action, Comedy, Romance,2020,tt12516712,7.5,5325,AE
What the Love! with Karan Johar,tv,Documentary, Reality-TV, Romance,2020,tt10406826,3.7,300,AD
Ikebukuro West Gate Park,tv,Animation, Drama, Mystery,2020,tt12642634,6.4,263,AU
Pieces of Her,tv,Crime, Drama, Mystery,2022,tt9170236,6.3,33554,AD
Start-Up,tv,Comedy, Drama, Romance,2020,tt12867810,8,15891,AD
The Paradise,tv,Crime, Drama, Thriller,2020,tt9100346,7,768,FI
Get Even,tv,Crime, Drama, Mystery,2020,tt9724628,6.4,3608,AE
The Letter for the King,tv,Action, Adventure, Family,2020,tt8741648,6,8544,AD
Taj Mahal 1989,tv,Comedy, Drama, Romance,2020,tt11725706,7.4,1739,AD
The Good Detective,tv,Action, Drama, Mystery,2020,tt12504214,7.6,1548,AE
The Penthouse: War in Life,tv,Crime, Drama, Mystery,2020,tt13067118,7.9,4648,AE
Once Again,tv,Comedy, Drama, Romance,2020,tt12182904,8.2,628,AE
Mystic Pop-up Bar,tv,Comedy, Fantasy, Mystery,2020,tt12246190,8,3220,AD
Sweet Munchies,tv,Comedy, Drama, Romance,2020,tt12401208,6.3,133,HK
Flower of Evil,tv,Crime, Mystery, Romance,2020,tt11691684,8.5,15415,AE
Danger Force,tv,Action, Comedy, Family,2020,tt11833388,4,2275,CA
Feel Good,tv,Comedy, Drama, Romance,2020,tt10098620,7.5,14201,AD
"So I'm a Spider, So What?",tv,Adventure, Animation, Comedy,2021,tt12598008,7.2,2243,FJ
Puerta 7,tv,Crime, Drama, Thriller,2020,tt9170386,5.6,642,AD
18 Again,tv,Comedy, Drama, Fantasy,2020,tt12846096,8.2,3629,HK
Graceful Friends,tv,Crime, Drama, Mystery,2020,tt12531492,6.9,206,HK
Dragon's Dogma,tv,Action, Adventure, Animation,2020,tt10011298,6.3,4279,AD
Vampire in the Garden,tv,Action, Adventure, Animation,2022,tt10011314,6.7,1887,AD
La Révolution,tv,Action, Adventure, Drama,2020,tt13044528,6.6,6580,AD
Six Windows in the Desert,tv,Adventure, Comedy, Drama,2020,tt11874042,4.5,3412,AE
Vampires,tv,Drama, Fantasy, Horror,2020,tt11829316,5.7,1516,AD
Operation Buffalo,tv,Adventure, Comedy, Drama,2020,tt11853364,6.8,911,AU
Unabomber: In His Own Words,tv,Biography, Crime, Documentary,2020,tt11833494,7.2,4393,AD
All of Us Are Dead,tv,Action, Drama, Fantasy,2022,tt14169960,7.5,71799,AD
Kemono Jihen,tv,Action, Animation, Fantasy,2021,tt13186542,7.2,1961,IT
Bloodride,tv,Drama, Horror, Mystery,2020,tt9815502,6.4,4529,AD
The English Game,tv,Drama, History, Sport,2020,tt8403664,7.6,17545,AD
Biohackers,tv,Drama, Sci-Fi, Thriller,2020,tt9849210,6.8,11729,AD
Mulligan,tv,Animation, Comedy, Sci-Fi,2023,tt11948642,4.9,1522,AD
The Baby-Sitters Club,tv,Adventure, Comedy, Drama,2020,tt8690518,7.5,5101,AD
86,tv,Action, Animation, Drama,2021,tt13718450,8.2,9022,HK
Shaun the Sheep: Adventures from Mossy Bottom,tv,Animation, Comedy, Family,2020,tt11983342,8,855,AD
Çember,tv,Action, Adventure, Crime,2017,tt7130992,7.2,972,TR
The Tapes,tv,Crime, Drama, Mystery,2020,tt11905718,3.1,39,PH
Tiger King,tv,Biography, Crime, Documentary,2020,tt11823076,7.5,88401,AD
Buddi,tv,Adventure, Animation, Comedy,2020,tt11829340,7,72,AE
Outer Banks,tv,Action, Crime, Drama,2020,tt10293938,7.5,86822,AD
Tunnel,tv,Crime, Drama, Mystery,2019,tt12020952,8.3,89,AU
Love 101,tv,Comedy, Drama, Romance,2020,tt10516352,7.4,17849,AD
The Victims' Game,tv,Crime, Drama, Thriller,2020,tt12079212,7.3,2177,AE
Boy Girl Dog Cat Mouse Cheese,tv,Animation, Comedy, Family,2019,tt11351236,6.4,190,GB
Lottie Dottie Chicken,tv,Animation, Family, Music,2006,tt6925620,7.9,9,AR
The Secret of Skinwalker Ranch,tv,Horror, Mystery, Reality-TV,2020,tt10589968,6.5,4995,US
Amensalism,tv,Fantasy, Mystery, Thriller,2020,tt12074782,6.4,22,TW
StarBeam,tv,Action, Adventure, Animation,2020,tt10687184,7.1,111,AD
Spirit Riding Free: Riding Academy,tv,Action, Adventure, Animation,2020,tt11942070,6.2,154,AD
Absurd Planet,tv,Comedy, Documentary, Musical,2020,tt12027008,4,1702,AD
Do You Like Brahms?,tv,Drama, Music, Romance,2020,tt12867750,7.6,1394,JP
Valeria,tv,Comedy, Drama, Romance,2020,tt9731288,6.6,8191,AD
Bandoleros,tv,Adventure, Drama, History,2021,tt11719562,5.8,213,AU
Hasmukh,tv,Comedy, Crime, Drama,2020,tt9359294,5.4,2838,AE
Too Hot to Handle,tv,Documentary, Game-Show, Reality-TV,2020,tt12004280,4.8,15402,AE
By the Grace of the Gods,tv,Adventure, Animation, Fantasy,2020,tt12642654,7,1545,HK
How a Realist Hero Rebuilt the Kingdom,tv,Action, Animation, Comedy,2021,tt13399402,7.2,2499,HK
Win the Wilderness: Alaska,tv,Adventure, Documentary, Game-Show,2020,tt11718294,6.8,949,AD
Wildflower,tv,Action, Crime, Drama,2017,tt7284466,7.1,221,PH
Little Baby Bum,tv,Animation, Family, Music,2011,tt10051854,5.6,136,AD
Kaos,tv,Comedy, Drama, Fantasy,2024,tt8550732,7.5,34019,AD
The Forest of Love: Deep Cut,tv,Crime, Drama, Horror,2020,tt12079236,6.8,635,AD
Kingmaker: The Change of Destiny,tv,Drama, Fantasy, History,2020,tt12343602,6.7,113,KR
Galinha Pintadinha Mini,tv,Animation, Family, Fantasy,2017,tt12180726,7.6,47,AR
The Woods,tv,Crime, Drama, Mystery,2020,tt1910645,6.6,8207,AD
Ju-on: Origins,tv,Drama, Horror, Mystery,2020,tt12313914,6.1,5486,AD
StoryBots Super Songs,tv,Animation, Family, Musical,2016,tt6163070,8.7,195,AL
The Romance of Tiger and Rose,tv,Comedy, Drama, Fantasy,2020,tt12299432,7.8,1220,KR
Power Players,tv,Action, Adventure, Animation,2019,tt10895604,5.9,115,AD
Betaal,tv,Action, Horror, Thriller,2020,tt10651790,5.4,9785,AD
Sweet Tooth,tv,Action, Adventure, Drama,2021,tt12809988,7.7,74143,AD
The Cuphead Show!,tv,Action, Adventure, Animation,2022,tt10611608,7.4,10484,AD
Gameboys,tv,Comedy, Drama, Romance,2020,tt12508898,8.3,1435,AG
Curon,tv,Drama, Fantasy, Horror,2020,tt10101518,5.9,4702,AD
Abla Fahita: Drama Queen,tv,Comedy, Crime, Drama,2021,tt11570224,6.5,490,AD
Katla,tv,Drama, Fantasy, Mystery,2021,tt11102190,7,17324,AD
The Great Heist,tv,Crime, Drama, Thriller,2020,tt12624844,7.3,3008,AD
Rainbow Rangers,tv,Adventure, Animation, Family,2018,tt7967882,4.2,248,AU
Shaman King,tv,Action, Adventure, Animation,2021,tt12502782,6.9,2617,AD
Edens Zero,tv,Action, Adventure, Animation,2021,tt13167196,7.1,2178,AD
New Beginnings,tv,Crime, Drama, Romance,2020,tt12511966,6,10,PH
Tokyo Revengers,tv,Action, Animation, Drama,2021,tt13196080,7.8,27008,HK
Kissing Game,tv,Drama, Mystery, Thriller,2020,tt11131962,6.2,927,AD
Dark Desire,tv,Drama, Mystery, Thriller,2020,tt12540080,6.5,9656,AD
Cyberpunk: Edgerunners,tv,Action, Adventure, Animation,2022,tt12590266,8.3,89784,AD
U Motherbaker,tv,Comedy, Drama, Family,2020,tt13012936,8,51,TW
Down to Earth with Zac Efron,tv,Documentary, History, Reality-TV,2020,tt12585152,8,8118,AD
The Epic Tales of Captain Underpants in Space,tv,Action, Animation, Comedy,2020,tt12580610,6.5,180,AD
There Will Be People,tv,Drama, History, Romance,2020,tt14504008,8.6,399,CZ
My Senpai Is Annoying,tv,Animation, Comedy, Romance,2021,tt15192340,7.3,1334,JP
Detention,tv,Drama, Horror, Mystery,2020,tt13175760,6.3,667,AD
Indian Matchmaking,tv,Documentary, Family, News,2020,tt12580168,6.3,4475,AD
Wizards,tv,Action, Adventure, Animation,2020,tt7736558,8,4972,AD
Someone Has to Die,tv,Crime, Drama, Thriller,2020,tt10311932,6.3,5796,AD
Numberblocks,tv,Adventure, Animation, Family,2017,tt7978538,8.6,444,AG
Sunny Bunnies,tv,Adventure, Animation, Comedy,2015,tt7264084,6,151,AD
Mystery Lab,tv,Animation, Comedy, Documentary,2020,tt12723962,7.4,889,AD
Hoops,tv,Animation, Comedy, Sport,2020,tt9077562,6,7452,AD
Dolce Amore,tv,Comedy, Drama, Romance,2016,tt5555022,7.8,290,PH
Julie and the Phantoms,tv,Adventure, Comedy, Drama,2020,tt10183988,8.4,12652,AD
Star Trek: Prodigy,tv,Action, Adventure, Animation,2021,tt9795876,7.6,6978,AE
My Dangerous Wife,tv,Crime, Mystery, Thriller,2020,tt13067258,7.7,126,JP
Do Do Sol Sol La La Sol,tv,Comedy, Drama, Music,2020,tt12850262,7.3,2738,AD
Tiny Creatures,tv,Documentary, Drama, Family,2020,tt12759334,5.1,1449,AD
MIU404,tv,Crime, Drama, Mystery,2020,tt13068006,7.2,824,AD
Sing On! Germany,tv,Game-Show, Music, Reality-TV,2020,tt12748264,5.4,155,AD
The Witcher: Blood Origin,tv,Action, Adventure, Drama,2022,tt12785720,4.9,45857,AD
Paranormal,tv,Drama, Fantasy, Horror,2020,tt12411074,8,74778,AD
The Way of the Househusband,tv,Comedy, Crime, Drama,2020,tt13097730,7,359,JP
Go Ahead,tv,Comedy, Drama, Family,2020,tt12477960,8.5,1569,ID
Alien TV,tv,Animation, Comedy, Family,2019,tt12765530,6.5,387,AD
Private Lives,tv,Crime, Drama, Romance,2020,tt12560270,6.5,828,AD
Goedam,tv,Horror, Mystery, Short,2020,tt12929796,5.7,1440,AE
Mr. Queen,tv,Comedy, Fantasy, Romance,2020,tt13400006,8.6,11809,AE
Tale of the Nine Tailed,tv,Fantasy, History, Horror,2020,tt12879418,7.9,10231,AE
Resident Evil,tv,Action, Horror, Sci-Fi,2022,tt9660182,4.2,46919,AD
3 Body Problem,tv,Adventure, Drama, Fantasy,2024,tt13016388,7.5,147373,AD
Glória,tv,Drama, History, Thriller,2021,tt13064634,7.8,5210,AD
Dance & Sing With True,tv,Animation, Family, Musical,2018,tt9315892,5.8,10,AD
Homemade Love Story,tv,Comedy, Drama, Romance,2020,tt16441070,7.6,100,AE
The Haunting of Bly Manor,tv,Drama, Horror, Mystery,2020,tt10970552,7.4,133307,AD
Horimiya,tv,Animation, Comedy, Drama,2021,tt13103134,8,16754,FJ
"Good Morning, Verônica",tv,Crime, Drama, Mystery,2020,tt12987918,7.4,6725,AD
Agent Elvis,tv,Action, Animation, Comedy,2023,tt10814036,6.8,2658,AD
Alice in Borderland,tv,Action, Drama, Mystery,2020,tt10795658,7.7,102814,AD
Mighty Express,tv,Adventure, Animation, Comedy,2020,tt11860336,3.8,157,AD
My Name,tv,Action, Crime, Drama,2021,tt12940504,7.8,35099,AD
Like in the Movies,tv,Comedy, Drama, Romance,2020,tt13043554,8.2,1096,MY
Invisible City,tv,Crime, Drama, Fantasy,2021,tt8878862,7.2,7688,AD
Jirisan,tv,Action, Drama, Mystery,2021,tt13400300,7.3,1451,HK
D.P.,tv,Action, Crime, Drama,2021,tt13024974,8.2,9950,AD
Resident Evil: Infinite Darkness,tv,Action, Animation, Horror,2021,tt13173144,5.8,13055,AE
Honour,tv,Crime, Drama, History,2020,tt10535076,7.1,3351,BM
Cypher,tv,Action, Crime, Drama,2021,tt7759130,5.2,3826,AO
Something to Hide,tv,Biography, Crime, Drama,2020,tt13190868,7.1,394,GF
Bad Boy Billionaires: India,tv,Biography, Crime, Documentary,2020,tt12923630,7.9,3474,AD
One Piece,tv,Action, Adventure, Comedy,2023,tt11737520,8.3,162349,AE
Blood of Zeus,tv,Action, Adventure, Animation,2020,tt10009170,7.5,24472,AD
The Liberator,tv,Action, Animation, Drama,2020,tt9308682,7.6,7170,AD
Gabby's Dollhouse,tv,Adventure, Animation, Comedy,2021,tt9165438,7.1,813,AD
Carmel: Who Killed Maria Marta?,tv,Crime, Documentary, Mystery,2020,tt13244092,7,2827,AD
First Kill,tv,Drama, Horror, Mystery,2022,tt13315156,6.5,29875,AD
Dash & Lily,tv,Comedy, Drama, Romance,2020,tt1758589,7.5,23614,AD
Love & Anarchy,tv,Comedy, Drama, Romance,2020,tt10888876,7.4,12338,AD
The Minions of Midas,tv,Crime, Drama, Thriller,2020,tt10147520,6.6,4795,AD
Agent Binky: Pets of the Universe,tv,Adventure, Animation, Family,2019,tt11068810,6.4,53,CA
Tsukimichi: Moonlit Fantasy,tv,Action, Adventure, Animation,2021,tt13311344,7.6,3606,FJ
The Woman in the House Across the Street from the Girl in the Window,tv,Comedy, Crime, Drama,2022,tt13315324,6.4,55610,AD
The Devil Punisher,tv,Fantasy, Mystery, Romance,2020,tt13317376,5.7,242,AD
The Way of the Househusband,tv,Action, Animation, Comedy,2021,tt13357124,7.3,6430,AD
Pacific Rim: The Black,tv,Action, Adventure, Animation,2021,tt9288848,7.1,6285,AE
High-Rise Invasion,tv,Action, Animation, Horror,2021,tt13352232,6.5,4551,AD
Yasuke,tv,Action, Adventure, Animation,2021,tt9310330,6.2,6447,AD
Thermae Romae Novae,tv,Animation, Comedy, Fantasy,2022,tt13357234,7,1333,AD
Archive 81,tv,Drama, Horror, Mystery,2022,tt13365348,7.3,62108,AD
Heaven Official's Blessing,tv,Action, Adventure, Animation,2020,tt13375866,8.2,3079,HK
Wonderoos,tv,Adventure, Animation, Comedy,2020,tt13353456,6.4,30,AD
Over Christmas,tv,Comedy, Drama, Romance,2020,tt11951234,6.7,2466,AD
Money Heist: Korea - Joint Economic Area,tv,Action, Crime, Drama,2022,tt13696452,5.8,9125,AD
Somebody,tv,Crime, Drama, Thriller,2022,tt22479848,6,2513,AD
True Beauty,tv,Comedy, Drama, Romance,2020,tt13274038,8,17269,AE
Santiago of the Seas,tv,Action, Adventure, Animation,2020,tt12844622,6.6,199,AD
Alien Worlds,tv,Animation, Documentary, Sci-Fi,2020,tt13464340,6.5,4288,AD
Tiny Pretty Things,tv,Drama, Mystery, Romance,2020,tt10767748,5.9,10743,AD
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",tv,Adventure, Animation, Comedy,2021,tt13483212,6.7,1844,JP
Anitta: Made in Honório,tv,Biography, Documentary, Music,2020,tt13486136,6.8,468,AD
Mismatched,tv,Comedy, Drama, Romance,2020,tt12719250,6,6238,AD
Pecados capitales,tv,Comedy, Drama, Romance,2002,tt0355119,8.3,238,BR
Equinox,tv,Drama, Fantasy, Mystery,2020,tt10973800,6.1,8107,AD
Sisyphus: The Myth,tv,Action, Drama, Fantasy,2021,tt13715448,7,5406,AD
Hindenburg: The Last Flight,tv,Action, Drama, Thriller,2011,tt1642620,5.4,1197,AT
Anatomy of a Scandal,tv,Drama, Mystery, Thriller,2022,tt12748084,7,37404,AD
My Roommate Is a Gumiho,tv,Comedy, Fantasy, Romance,2021,tt13777028,7.7,5134,HK
Once Upon a Time... Happily Never After,tv,Comedy, Fantasy, Musical,2022,tt13560186,5.4,666,AD
Break It All: The History of Rock in Latin America,tv,Biography, Documentary, Music,2020,tt13570366,7.6,1414,AD
Chainsaw Man,tv,Action, Adventure, Animation,2022,tt13616990,8.4,64550,HK
Night Stalker: The Hunt for a Serial Killer,tv,Crime, Documentary, Mystery,2021,tt13651632,7.5,31411,AD
Cocomelon,tv,Adventure, Animation, Family,2018,tt12427840,4,1158,AD
Record of Ragnarok,tv,Action, Adventure, Animation,2021,tt13676344,6.5,9442,AD
Platinum End,tv,Action, Animation, Drama,2021,tt13676300,6.1,2093,FJ
Love You as the World Ends,tv,Action, Horror, Mystery,2021,tt14300330,6.3,197,HK
